Plant Name,Latitude,Longitude,Capacity Factor,Nameplate Capacity,State,Balancing Authority Name
Organ Church Solar,35.525584,-80.451125,,12.5,NC,Duke Energy Carolinas
Orion Community Solar,45.587899,-94.401439,0.17607,3,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Orion Solar I,35.150694,-118.875,0.24385,12,CA,California Independent System Operator
Orion Solar II,35.150694,-118.875278,0.25081,8,CA,California Independent System Operator
Oro Loma,36.876847,-120.667608,0.3009,20,CA,California Independent System Operator
Osceola Solar Facility,28.058078,-81.241681,0.19016,3.8,FL,Progress Energy Florida
"Osceola Solar, LLC",36.189,-79.532,,5,NC,Duke Energy Carolinas
O'Shea Solar Farm,42.378001,-83.200064,0.16718,2,MI,"Midcontinent Independent Transmission System Operator, Inc.."
"OSLH, LLC",44.061,-121.228,0.24028,9.9,OR,PacifiCorp - West
Oswego County - Fulton Solar,43.342437,-76.34325,0,2,NY,New York Independent System Operator
Otarre Solar Park,33.9324,-81.0514,0.20041,1.6,SC,South Carolina Electric & Gas Company
Otero Solar,32.976389,-105.971111,0.25639,8,NM,Public Service Company of New Mexico
Otis Elevator Company Solar,34.23933,-79.79227,0.15274,1,SC,Duke Energy Carolinas
Otoe Solar Power Generation Station 1 LL,34.545,-117.191944,0.27572,1.5,CA,California Independent System Operator
Ouchchy PV1,36.084097,-79.24481,0.19566,3,NC,Duke Energy Carolinas
Outback Solar At Christmas Valley,43.236944,-120.49,0.25981,4.4,OR,Bonneville Power Administration
Owen Solar,35.586111,-81.315278,0.209,5,NC,Duke Energy Carolinas
Owens Corning,39.838784,-75.052996,,2.8,NJ,"PJM Interconnection, LLC"
Owens Corning at Bethlehem,42.586944,-73.865,0.17911,2,NY,New York Independent System Operator
Owens Corning Headquarters,41.6447,-83.5364,0.10622,2.1,OH,"PJM Interconnection, LLC"
Owens Valley Solar Project 11,36.275144,-118.012151,0.34064,1,CA,Los Angeles Department of Water and Power
Oxford,42.141319,-71.850758,0.15974,2.8,MA,ISO New England Inc.
Ozarks Natural Energy Community Solar,36.164296,-94.082269,0.1734,1,AR,Southwest Power Pool
PA Solar Park,40.860142,-75.852206,0.07034,20,PA,"PJM Interconnection, LLC"
Pacific Cruise Ship Terminals Berth 93,33.7331,-118.27722,0.0027,1.1,CA,Los Angeles Department of Water and Power
Pacific Ethanol Madera Solar Array,36.916111,-119.97138,0.05238,4.3,CA,California Independent System Operator
Padelford Solar,41.853333,-71.065,0.17051,2.2,MA,ISO New England Inc.
Page Solar,35.533191,-78.639456,0,1.6,NC,Duke Energy Progress East
Palm Bay Solar,27.8421,-80.631554,,74.5,FL,Florida Power & Light Company
Palmer,42.20382,-72.32536,,3.5,MA,ISO New England Inc.
Palmer Landfill,42.216634,-72.315526,0.16675,4,MA,ISO New England Inc.
Palmer Solar,38.6299,-104.6526,,60,CO,Western Area Power Administration - Rocky Mountain Region
Palmer Solar Center,37.96724,-78.230963,0.23568,5,VA,"PJM Interconnection, LLC"
Palmer Solar LLC,42.187176,-72.36558,0.13192,2.5,MA,ISO New England Inc.
Palmetto Plains,33.340179,-80.697336,,75,SC,South Carolina Electric & Gas Company
Palo Verde College,33.661667,-114.651667,0.20453,1.2,CA,California Independent System Operator
Paloma Solar,33.021111,-112.661389,0.12491,34.6,AZ,Arizona Public Service Company
Pamlico Partners Solar,35.501111,-76.87,0.21084,5,NC,Duke Energy Progress East
Panasonic Carport Solar,39.808719,-104.781494,0.10929,2.3,CO,Public Service Company of Colorado
"Panda Solar NC 1, LLC",34.436698,-79.090206,,1,NC,Duke Energy Progress East
"Panda Solar NC 10, LLC",34.909631,-78.912997,,2,NC,Duke Energy Progress East
"Panda Solar NC 11, LLC",34.908589,-78.912481,,2,NC,Duke Energy Progress East
"Panda Solar NC 2, LLC",34.4384,-79.0847,,2,NC,Duke Energy Progress East
"Panda Solar NC 3, LLC",34.631814,-79.090672,,2,NC,Duke Energy Progress East
"Panda Solar NC 4, LLC",34.519408,-78.52434,,2,NC,Duke Energy Progress East
"Panda Solar NC 5, LLC",35.047153,-78.810478,,1,NC,Duke Energy Progress East
"Panda Solar NC 6, LLC",34.353586,-78.7874,,1,NC,Duke Energy Progress East
"Panda Solar NC 7, LLC",35.121181,-78.205464,,1.5,NC,Duke Energy Progress East
"Panda Solar NC 8, LLC",35.420931,-79.705958,,2,NC,Duke Energy Progress East
"Panda Solar NC 9, LLC",34.910856,-78.9136,,2,NC,Duke Energy Progress East
Panoche Valley Solar Farm,36.78005,-120.729752,0.17319,140,CA,California Independent System Operator
Paradise Solar Energy Center,39.835833,-75.2225,0.171,5,NJ,"PJM Interconnection, LLC"
Paradise Valley H.S. PV,33.6416,-111.9997,0.22778,1.3,AZ,Arizona Public Service Company
Park Meridian #1,33.896111,-117.283611,0.18181,1.5,CA,California Independent System Operator
Parkland Landfill Solar,40.1275,-74.710833,0.16807,7.8,NJ,"PJM Interconnection, LLC"
Parlin Solar LLC,40.456667,-74.328889,0.10678,1.3,NJ,"PJM Interconnection, LLC"
Pasquotank,36.264722,-76.306111,0.25029,20,NC,"PJM Interconnection, LLC"
"Pastime Farm, LLC",39.52086,-87.18155,0.19986,5.2,IN,"Midcontinent Independent Transmission System Operator, Inc.."
Pasto Solar,42.210028,-76.523763,,16,NY,New York Independent System Operator
Pate Farm,34.816667,-79.199444,0.19605,5,NC,Duke Energy Progress East
Patriots Stadium,40.560556,-74.551389,0.13299,1,NJ,"PJM Interconnection, LLC"
Pavant Solar II LLC,39.1625,-112.343,0.27755,50,UT,PacifiCorp - East
Pavant Solar III,39.154474,-112.359849,0.28831,20,UT,PacifiCorp - East
"Pavant Solar, LLC",38.960519,-112.36327,0.27776,50,UT,PacifiCorp - East
"Pawcatuck Solar Center, LLC",41.418331,-71.836729,,15,CT,ISO New England Inc.
Pawpaw Solar Plant,32.572875,-84.256778,0.24555,30,GA,"Southern Company Services, Inc. - Trans"
Payne Creek Solar,27.664583,-81.964222,0.04132,70.3,FL,Tampa Electric Company
Paynesville Community Solar,45.402543,-94.715472,0.19829,5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Paynesville Solar,45.392905,-94.721226,0.21072,10,MN,"Midcontinent Independent Transmission System Operator, Inc.."
PCIP Solar,36.3125,-78.9675,0.19281,1,NC,Duke Energy Progress East
PCSP3 Airport,36.288056,-78.986111,0.18498,2.5,NC,Duke Energy Carolinas
Peace Creek Solar,27.913306,-81.810111,,56.6,FL,Tampa Electric Company
Peak Valley Solar Farm,34.987952,-117.571611,,200,CA,California Independent System Operator
Peanut Solar,35.389634,-81.499819,,5,NC,Duke Energy Carolinas
Pearl City Peninsula Solar Park,21.375556,-157.968056,0.19463,1,HI,Hawaiian Electric Co Inc
Pearl Solar,30.98784,-102.26831,0.25205,50,TX,"Electric Reliability Council of Texas, Inc."
"Pecan Grove Solar, LLC",35.067661,-77.185206,,5,NC,Duke Energy Progress East
Pecan PV1,34.909167,-79.829444,0.20767,5,NC,Duke Energy Progress East
Pecan Solar,36.481008,-77.481164,0.03246,74.9,NC,"PJM Interconnection, LLC"
Pee Dee Solar I,34.399694,-79.361369,,2,SC,Duke Energy Progress East
Pee Dee Solar II,34.476553,-79.324333,,2,SC,Duke Energy Progress East
Pegasus Community Solar,45.495453,-95.124682,0.20896,2,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Pelican Solar Center,27.522,-80.54726,,74.5,FL,Florida Power & Light Company
Pelzer Solar I,34.657642,-82.501964,,1,SC,Duke Energy Carolinas
Pemberton Road I,39.981764,-74.697369,0.14408,9.9,NJ,"PJM Interconnection, LLC"
Pemberton Road II,39.979936,-74.701917,0.14402,9.9,NJ,"PJM Interconnection, LLC"
Pennsauken Solar,39.9894,-75.04,0.05974,3.9,NJ,"PJM Interconnection, LLC"
Penstemon Solar Project,46.961,-120.48,,5,WA,Puget Sound Energy
Peony Solar,33.502,-81.254,0.01093,39,SC,South Carolina Electric & Gas Company
Perdue Bridgeville Photovoltaic,38.757689,-75.602031,0.12706,1.3,DE,"PJM Interconnection, LLC"
Perdue Salisbury Photovoltaic,38.373611,-75.535278,0.1403,1,MD,"PJM Interconnection, LLC"
"Perkins Solar, LLC",36.43741,-78.97198,0.20782,2,NC,Duke Energy Carolinas
Perry Solar Facility,30.119304,-83.560054,0.10402,5.1,FL,Progress Energy Florida
Peterson Road Solar,42.1,-72.3,0.18653,2.5,MA,ISO New England Inc.
Pfeffers,39.42757,-76.393562,0.21701,1,MD,"PJM Interconnection, LLC"
Pfizer Peapack Solar,40.711882,-74.663434,0.17519,6.2,NJ,"PJM Interconnection, LLC"
Pflugerville Solar Farm,30.4214,-97.4614,,144,TX,"Electric Reliability Council of Texas, Inc."
PFMG Solar Grossmont Helix LLC,32.753281,-117.035241,0.1289,1.2,CA,California Independent System Operator
Phantom Solar,31.114983,-97.845111,0.17641,15.4,TX,"Electric Reliability Council of Texas, Inc."
Phelps 158 Solar Farm,36.442636,-77.161514,0.18502,5,NC,"PJM Interconnection, LLC"
Philip Morris,37.341838,-77.287027,0.00394,2,VA,"PJM Interconnection, LLC"
Phoebe Solar,31.843422,-102.868295,,250,TX,"Electric Reliability Council of Texas, Inc."
Phoenix Airport East Economy Lot,33.4345,-111.9842,0.20278,1.1,AZ,Arizona Public Service Company
Phoenix Airport Rental Car Center,33.43042,-112.04484,0.4345,1.6,AZ,Arizona Public Service Company
Phoenix Solar South Farms LLC Solar Farm,40.081738,-88.244498,,4.7,IL,"Midcontinent Independent Transmission System Operator, Inc.."
Pickering Solar,40.120556,-75.488056,0.13075,1.5,PA,"PJM Interconnection, LLC"
"Picture Rocks Solar, LLC",32.369722,-111.242778,0.29988,20,AZ,Tucson Electric Power Company
Pierce College,34.183611,-118.574722,0.18127,1.9,CA,Los Angeles Department of Water and Power
Pierre Solar,44.388753,-100.307043,0.19087,1,SD,"Midcontinent Independent Transmission System Operator, Inc.."
Pike Road Solar,35.824811,-79.503656,,5,NC,Duke Energy Carolinas
Pikes Peak Solar Garden 1 LLC,38.7745,-104.7458,0.22603,2,CO,Western Area Power Administration - Rocky Mountain Region
Pikeville Farm,35.478155,-77.979166,0.22459,5,NC,Duke Energy Progress East
Pilesgrove,39.613028,-75.309477,0.16266,18,NJ,"PJM Interconnection, LLC"
Pima Community College,32.166494,-110.816669,0.29037,1.1,AZ,Tucson Electric Power Company
Pima Community College - East Campus,32.146142,-110.990639,0,1.3,AZ,Tucson Electric Power Company
Pinal Central Energy Center,32.875697,-111.551111,0.18752,30,AZ,Salt River Project
Pinckard Solar,31.297,-85.536,,85.1,AL,"Southern Company Services, Inc. - Trans"
Pine Island Solar,44.206624,-92.663649,0.2635,4,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Pine Island Solar CSG,44.220122,-92.654324,0.17445,3.9,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Pine Ridge,35.013397,-98.444717,0.20803,3,OK,Southwest Power Pool
Pine Tree Solar Project,35.229635,-118.1957,0.1969,8.5,CA,Los Angeles Department of Water and Power
"Pine Valley Solar Farm, LLC",35.21812,-79.529333,,5,NC,Duke Energy Carolinas
Pinesage,35.220823,-79.51909,0,5,NC,Duke Energy Progress East
Pinewood Solar Center LLC,36.318056,-79.823056,,5,NC,No balancing authority
Piney Creek Solar,36.818554,-78.771892,,80,VA,"PJM Interconnection, LLC"
"Pioneer Solar (CO), LLC",39.761569,-104.45903,,80,CO,Public Service Company of Colorado
Pioneer Trail Solar Energy Center,29.08,-81.1,,74.5,FL,Florida Power & Light Company
Pisces Community Solar Garden,45.452201,-94.995894,,0.7,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Pittsfield 44 - M&W PV,42.487419,-73.215833,0.03805,1.2,MA,ISO New England Inc.
Pittsgrove Solar,39.539042,-75.179342,0.16341,2,NJ,"PJM Interconnection, LLC"
Plainfield Community Solar LLC,42.5205,-72.9191,,2,MA,ISO New England Inc.
Plainfield One Solar LLC,40.605,-74.439444,0.09615,1.3,NJ,"PJM Interconnection, LLC"
Playa Solar,36.408,-114.908,0.31003,79,NV,Nevada Power Company
Playa Solar 2,36.408,-114.908,0.33699,100,NV,Nevada Power Company
Pleasant Valley Solar,33.7368,-83.6971,0.21753,2.5,GA,"Southern Company Services, Inc. - Trans"
Pleasantdale Road Community Solar,42.4,-72,0.15765,1,MA,ISO New England Inc.
Pleinmont Solar 1,38.247123,-77.786223,,75,VA,"PJM Interconnection, LLC"
Pleinmont Solar 2,38.247123,-77.786223,,240,VA,"PJM Interconnection, LLC"
Plymouth Site 1,41.96,-70.778611,0.1209,5.6,MA,ISO New England Inc.
Plymouth Solar,41.94726,-70.688427,0.07908,1.1,MA,ISO New England Inc.
Plymouth Solar LLC,35.875,-76.710556,0.20587,5,NC,"PJM Interconnection, LLC"
Pocono Solar Project,41.061022,-75.514924,0.09932,3,PA,"PJM Interconnection, LLC"
Podunk Road,42.46806,-76.65289,,2.2,NY,New York Independent System Operator
Pollocksville Solar,34.998,-77.219,0.20961,5,NC,Duke Energy Progress East
Pool Brook Rd Community Solar Farm,42.542175,-75.083378,,2,NY,New York Independent System Operator
"PopeSun CSG, LLC",45.643438,-95.526171,0.12203,5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Poplars Ranch Solar LLC,43.268206,-120.913617,,16,OR,Bonneville Power Administration
Port Allen Solar,21.901944,-159.581667,0.22253,6,HI,Hawaii Miscellaneous
Port of LA Solar FiT Project,33.727977,-118.280032,0.20112,1.1,CA,Los Angeles Department of Water and Power
Port Richmond WWT Solar,40.638056,-74.126111,0.16381,1,NY,New York Independent System Operator
Portage Solar,41.5611,-87.1555,0.17785,1.5,IN,"Midcontinent Independent Transmission System Operator, Inc.."
"Portal Ridge Solar A, LLC",34.71533,-118.25908,,18.5,CA,California Independent System Operator
"Portal Ridge Solar B, LLC",34.71647,-118.2821,0.31471,20,CA,California Independent System Operator
"Portal Ridge Solar C, LLC",34.71412,-118.2739,0.3028,11.4,CA,California Independent System Operator
Porter Solar,35.2167,-77.0743,0.17575,5,NC,Duke Energy Progress East
Porter Way Community Solar Garden,44.851028,-93.778397,0.16865,3,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Porterville 6 and 7,36.05,-119.02,0.22051,3,CA,California Independent System Operator
Porterville Solar,36.102778,-119.039722,0.21901,3.5,CA,California Independent System Operator
Power Solar,33.245233,-81.3892,,3,SC,South Carolina Electric & Gas Company
PowerFin Kingsbery,30.265877,-97.684861,0.11617,2.6,TX,"Electric Reliability Council of Texas, Inc."
Powhatan Solar Power Generation Station 1 LLC,34.496944,-117.145,0.33889,1.5,CA,California Independent System Operator
PPL Renewable Energy Merck Solar,40.727386,-74.3783,0.09193,1.7,NJ,"PJM Interconnection, LLC"
Prairie Fire,32.116389,-110.82,0.20885,4.5,AZ,Tucson Electric Power Company
Prairie Sky Solar Farm,37.751716,-97.074497,0.21221,1,KS,Southwest Power Pool
Prairie State Solar Project,38.208333,-89.579166,,99,IL,"Midcontinent Independent Transmission System Operator, Inc.."
Prairie Wolf Solar LLC,39.544605,-87.97198,,200,IL,"Midcontinent Independent Transmission System Operator, Inc.."
Preferred Freezer San Leandro,37.711995,-122.150665,0.36347,2,CA,California Independent System Operator
Presbyterian Senior Living Service,39.4476,-76.516324,0.12757,1.2,MD,"PJM Interconnection, LLC"
Prescott Airport,34.6584,-112.4008,0.06952,9.1,AZ,Arizona Public Service Company
Prescott Solar Plant,34.649444,-112.4275,0.15392,10.8,AZ,Arizona Public Service Company
Princeton,35.504444,-78.192222,0.2042,5,NC,Duke Energy Progress East
Princeton Solar Project,40.379736,-74.625694,0.15082,2.5,NJ,"PJM Interconnection, LLC"
Progress Manis I,34.756389,-79.447222,0.34737,1,NC,Duke Energy Progress East
"Progress Solar 1, LLC",35.948056,-78.250833,0.17346,4,NC,Duke Energy Progress East
"Progress Solar II, LLC",34.476111,-79.0975,0.18748,3.5,NC,Duke Energy Progress East
"Progress Solar III, LLC",34.714167,-79.353889,0.1923,3.5,NC,Duke Energy Progress East
Prosperity Energy Storage Facility,35.001944,-106.637222,0.0591,1.3,NM,Public Service Company of New Mexico
Prospero Solar,32.287873,-102.840399,,300,TX,"Electric Reliability Council of Texas, Inc."
Providence Solar,35.578333,-89.047779,0.22066,16,TN,Tennessee Valley Authority
Prudential 55 Livingston Roseland Solar,40.814586,-74.297098,0.18731,1.2,NJ,"PJM Interconnection, LLC"
Prudential 80 Livingston Roseland Solar,40.815363,-74.304989,0.1856,1.7,NJ,"PJM Interconnection, LLC"
Pruger Solar I,34.200536,-79.297272,,2,SC,Duke Energy Progress East
Pruger Solar II,34.199211,-79.30295,,2,SC,Duke Energy Progress East
Pruger Solar III,34.196506,-79.30415,,2,SC,Duke Energy Progress East
PSEG Hackettstown,40.860629,-74.822935,0.11244,2.2,NJ,"PJM Interconnection, LLC"
Puller Solar,37.57245,-76.46734,0.02573,15,VA,"PJM Interconnection, LLC"
Pumpjack Solar I,35.305556,-119.6225,0.28792,20,CA,California Independent System Operator
Putah Creek Solar Farm,38.521111,-121.993889,0.26901,2,CA,California Independent System Operator
"PVN Milliken, LLC",34.038433,-117.565802,0.17287,3,CA,California Independent System Operator
Quail Holdings,35.8653,-80.57,,25,NC,Duke Energy Carolinas
"Quakertown Solar Farm, LLC",40.522818,-74.944168,0.0155,8.8,NJ,"PJM Interconnection, LLC"
Quarter Horse Solar,34.437,-77.642,0.0173,4.5,NC,Duke Energy Progress East
Queen Anne's County,39.031667,-76.016389,0.13522,2,MD,"PJM Interconnection, LLC"
Queen Creek Solar Farm,33.2675,-111.612222,0.29775,19,AZ,Salt River Project
Quest Solar,32.976531,-81.226808,,40,SC,South Carolina Electric & Gas Company
Questa Solar Facility,36.716944,-105.60944,0.22226,1,NM,Public Service Company of New Mexico
Quichapa 1,37.658223,-113.216679,0.30643,3,UT,PacifiCorp - East
Quichapa 2,37.666772,-113.188953,0.30278,3,UT,PacifiCorp - East
Quichapa 3,37.649816,-113.236928,0.30304,3,UT,PacifiCorp - East
Quincy II Solar Garden,39.638409,-104.662508,0.1777,1.5,CO,Public Service Company of Colorado
Quincy Solar,37.35504,-91.6852225,0.07654,2.75,CO,Western Area Power Administration - Rocky Mountain Region
Quinto Solar PV Project,37.130278,-121.052222,0.29997,108,CA,California Independent System Operator
Quitman Solar,30.849005,-83.643279,,150,GA,"Southern Company Services, Inc. - Trans"
Quittacas Pond Solar,41.781944,-70.913333,0.16318,3.5,MA,ISO New England Inc.
QVC Inc,35.9222,-77.6731,0.08951,3.9,NC,"PJM Interconnection, LLC"
Radiance Solar 4,34.665556,-118.288056,0.2519,1.5,CA,California Independent System Operator
Radiance Solar 5,34.665556,-118.286944,0.25358,1.5,CA,California Independent System Operator
Raeford Farm,34.968889,-79.211944,0.20091,5,NC,Duke Energy Progress East
Rail Trail,42.243134,-73.363849,0.16176,2,MA,ISO New England Inc.
Railroad Farm,34.82,-78.970833,0.19409,5,NC,Duke Energy Progress East
Railroad Farm 2,34.807903,-78.950494,0.21505,5,NC,Duke Energy Progress East
"Railroad Solar Center, LLC",43.998019,-117.10118,0.257,4.5,OR,Idaho Power Company
Rambler,31.517,-100.6,,200,TX,"Electric Reliability Council of Texas, Inc."
Ramona 1,33.012222,-116.875,0.21142,2,CA,California Independent System Operator
Ramona 2,33.012222,-116.875,0.21137,5,CA,California Independent System Operator
Ramona Solar Energy,33.018486,-116.860713,0.20638,4.3,CA,California Independent System Operator
